119096180261964, -0.19068487, 0.89894295, 8.322033
119096184577255, -0.50395286, 1.5390993, 7.668256
119096247591797, -0.53119355, 1.4437568, 7.804459
119096247790047, -0.44947147, 1.3756552, 7.995144
119096248035464, -0.50395286, 1.3211738, 7.995144
119096248302464, -0.54481393, 1.3620348, 7.8861814
119096248512255, -0.3677494, 1.5118586, 7.668256
119096248708589, -0.23154591, 1.8659877, 7.477571
119096257778964, -0.05448139, 2.3290794, 7.3958488
119096275831297, 0.013620348, 2.7649305, 7.3822284
119096276800714, 0.19068487, 3.1871614, 7.5865335
119096286021422, 0.4903325, 3.6502533, 8.036005
119096295624589, 0.6810174, 3.800077, 8.21307
119096306464922, 0.88532263, 3.8273177, 8.281172
119096317492505, 0.8308412, 3.6638734, 8.253931
119096327569214, 0.2860273, 3.4595683, 8.185829
119096337693089, -0.17706452, 3.2416427, 8.253931
119096349827630, -0.667397, 3.1190596, 8.185829
119096357838214, -0.92618364, 3.1599207, 8.185829
119096367960380, -0.980665, 3.3233647, 8.172209
119096377999255, -0.7218784, 3.5957718, 8.158588
119096388174172, -0.25878662, 3.759216, 8.240311
119096399793339, -0.25878662, 3.9499009, 8.3765135
119096409855464, 0.013620348, 4.004382, 8.757884
119096420823006, -0.05448139, 3.92266, 8.989429
119096432611714, -0.313268, 3.7319753, 9.030291
119096442574922, -0.7354988, 3.4731886, 8.948568
119096452757755, -0.980665, 3.2280223, 8.717023
119096462693214, -1.1441092, 3.2007818, 8.3765135
119096472855380, -1.1713499, 3.2825038, 8.063246
119096482957422, -1.0079057, 3.3097446, 7.804459
119096493123255, -0.81722087, 3.405087, 7.4911914
119096503187380, -0.81722087, 3.5412905, 7.3413672
119096513367089, -0.95342433, 3.759216, 7.205164
119096523507214, -1.0215261, 3.8273177, 7.1915436
119096533608964, -1.1713499, 3.800077, 7.0553403
119096543745464, -1.2803127, 3.7319753, 6.9872384
119096553758755, -1.1577295, 3.7047346, 7.0280995
119096565054589, -1.1168685, 3.6093922, 7.1098213
119096575091756, -1.1577295, 3.568531, 7.3005066
119096585166339, -1.0623871, 3.6774938, 7.4503303
119096595261381, -1.0760075, 3.8136973, 7.681876
119096605402381, -1.1304889, 3.8136973, 7.954283
119096615450631, -0.980665, 3.8273177, 8.253931
119096626592006, -0.6946377, 3.800077, 8.471856
119096638500422, -0.42223078, 3.840938, 8.567199
119096646518839, -0.17706452, 3.7047346, 8.553578
119096657175672, -0.13620348, 3.6093922, 8.294792
119096667396964, -0.24516626, 3.6093922, 8.036005
119096677640797, -0.40861043, 3.6774938, 7.8317
119096687954547, -0.4903325, 3.636633, 7.872561
119096698251839, -0.51757324, 3.5821514, 8.144968
119096708370422, -0.54481393, 3.5549107, 8.281172
119096719836505, -0.38136974, 3.4595683, 8.4854765
119096728764214, -0.38136974, 3.445948, 8.676162
119096738861714, -0.05448139, 3.4731886, 8.5944395
119096755560714, -0.2860273, 3.3778462, 8.417375
119096758666922, -0.51757324, 3.214402, 8.322033
119096818674755, -0.9670447, 3.2280223, 8.090487
119096822615422, -0.8308412, 3.214402, 8.185829
119096836700547, -1.253072, 3.3506055, 8.471856
119096839753422, -1.1441092, 3.3642259, 8.894087
119096844038047, -0.7354988, 3.2007818, 9.057531
119096845343922, -0.4903325, 3.0237172, 9.2073555
119096846443631, -0.58567494, 2.9556155, 9.125633
119096847683630, -0.8580819, 3.091819, 9.316318
119096853235422, -1.0896279, 3.2416427, 9.370799
119096863241922, -1.2258313, 3.4731886, 9.343558
119096873407422, -1.0623871, 3.445948, 9.152874
119096885305381, -0.6537767, 3.2825038, 9.030291
119096893091672, -0.51757324, 2.969236, 9.125633
119096903803839, -0.54481393, 2.7104492, 9.289077
119096915550881, -0.626536, 2.315459, 9.643207
119096926059797, -0.8580819, 1.9340894, 9.888372
119096935773964, -1.1441092, 1.6753027, 9.915613
119096954118922, -1.2666923, 1.484618, 9.861132
119096957765464, -1.253072, 1.4709976, 9.670447
119096966675172, -1.3756552, 1.4165162, 9.479762
119096977426756, -1.3211738, 1.484618, 9.343558
119096987315131, -1.4982382, 1.607201, 8.934948
119096997463006, -1.607201, 1.7706453, 8.60806
119097007662964, -1.5118586, 1.7978859, 8.417375
119097017557006, -1.2666923, 1.6616824, 8.104107
119097027832214, -1.0351465, 1.5799603, 8.063246
119097038113339, -0.89894295, 1.4982382, 8.444615
119097048926630, -0.87170225, 1.5118586, 9.152874
119097058965464, -0.8036005, 1.607201, 9.956474
119097068936339, -0.88532263, 1.607201, 10.678352
119097089439255, -0.84446156, 1.4709976, 11.086963
119097092364339, -1.0623871, 1.3484144, 10.705593
119097099743505, -1.3075534, 1.2258313, 10.051817
119097114332922, -1.5118586, 0.95342433, 9.357179
119097120757797, -1.9068487, 0.8036005, 8.798744
119097132449256, -1.8932283, 0.7627395, 8.512717
119097141172631, -1.920469, 0.81722087, 8.553578
119097151105547, -1.8659877, 0.8580819, 8.771504
119097161071547, -1.7434045, 0.9942854, 8.921328
119097171324464, -1.6753027, 1.0487667, 9.084772
119097182183839, -1.5390993, 1.1985906, 9.166494
119097192514339, -1.5527196, 1.3484144, 9.220976
119097202756589, -1.5390993, 1.4709976, 9.193735
119097220143339, -1.5118586, 1.5118586, 9.152874
119097223509047, -1.6208214, 1.5390993, 9.2073555
119097233276506, -1.6753027, 1.5799603, 9.343558
119097246010756, -1.5935807, 1.6344417, 9.507003
119097256737547, -1.484618, 1.6344417, 9.561484
119097266675839, -1.4573772, 1.56634, 9.507003
119097287424964, -1.4709976, 1.525479, 9.302697
119097288645214, -1.4982382, 1.56634, 8.948568
119097380189964, -1.7161638, 1.6753027, 8.771504
119097384947172, -1.8659877, 1.7025435, 8.744264
119097387170047, -1.8659877, 1.7161638, 8.798744
119097388572464, -1.7570249, 1.7297841, 8.717023
119097391067547, -1.7025435, 1.7978859, 8.730643
119097392229631, -1.7297841, 1.96133, 8.730643
119097395346589, -1.7025435, 2.1247742, 8.580819
119097397081131, -1.5935807, 2.2064962, 8.499097
119097398268464, -1.5118586, 2.1247742, 8.322033
119097399404880, -1.607201, 2.0158114, 8.185829
119097404804380, -1.5935807, 1.8387469, 8.21307
119097414152422, -1.56634, 1.7434045, 8.185829
119097425683339, -1.484618, 1.8387469, 8.240311
119097435836381, -1.4573772, 1.9477097, 8.294792
119097445891881, -1.5390993, 2.1111538, 8.362893
119097455917131, -1.4709976, 2.192876, 8.362893
119097466041172, -1.3211738, 1.9885708, 8.308413
119097476107547, -0.980665, 1.8659877, 8.403754
119097486240381, -0.9125633, 1.9749504, 8.5944395
119097496414464, -0.7763598, 2.465283, 8.662541
119097507651464, 0.095342435, 3.5140498, 8.7034025
119097516969214, 0.44947147, 3.6774938, 8.444615
119097526965089, 0.38136974, 3.4187074, 7.749978
119097537071297, 0.05448139, 2.9556155, 7.477571
