@relation queue_data

@attribute Time numeric
@attribute X numeric
@attribute Y numeric
@attribute Z numeric
@attribute 'Slope X' numeric
@attribute 'Slope Y' numeric
@attribute 'Slope Z' numeric
@attribute 'Max X' numeric
@attribute 'Max Y' numeric
@attribute 'Max Z' numeric
@attribute 'Min X' numeric
@attribute 'Min Y' numeric
@attribute 'Min Z' numeric
@attribute 'Diff X' numeric
@attribute 'Diff Y' numeric
@attribute 'Diff Z' numeric
@attribute TruthValue numeric

@data
1430660000000,-0.440533,-9.56723,1.513135,0.000119,-0.000024,0.000024,-0.277727,-9.548077,1.513135,-0.440533,-9.56723,1.484405,0.162806,0.019153,0.02873,1
1430660000000,-0.277727,-9.548077,1.484405,0.000024,0.000048,0.000119,-0.268151,-9.548077,1.503559,-0.392649,-9.56723,1.436521,0.124498,0.019153,0.067038,1
1430660000000,-0.392649,-9.557653,1.503559,0.000072,0,0.000048,-0.268151,-9.557653,1.503559,-0.392649,-9.56723,1.436521,0.124498,0.009577,0.067038,1
1430660000000,-0.268151,-9.56723,1.436521,0.000119,0.000024,-0.000024,-0.268151,-9.557653,1.484405,-0.363919,-9.576807,1.436521,0.095768,0.019154,0.047884,1
1430660000000,-0.363919,-9.557653,1.484405,0.000218,0.000048,0.000169,-0.277727,-9.557653,1.484405,-0.363919,-9.576807,1.417368,0.086191,0.019154,0.067038,1
1430660000000,-0.316035,-9.576807,1.446098,0.000024,0,0,-0.277727,-9.576807,1.446098,-0.316035,-9.576807,1.417368,0.038307,0,0.02873,1
1430660000000,-0.277727,-9.576807,1.417368,0.000282,0.000188,0.000541,-0.277727,-9.576807,1.446098,-0.392649,-9.653421,1.197101,0.114922,0.076614,0.248997,1
1430660000000,-0.306458,-9.576807,1.446098,0.000621,-0.001051,-0.000334,-0.057461,-9.155427,1.580173,-0.392649,-9.653421,1.197101,0.335188,0.497994,0.383072,1
1430660000000,-0.392649,-9.653421,1.197101,0.000729,-0.00034,-0.000462,-0.057461,-9.155427,1.580173,-0.392649,-9.653421,1.197101,0.335188,0.497994,0.383072,1
1430660000000,-0.057461,-9.155427,1.580173,0.001444,0.000577,-0.000241,0.517148,-9.155427,1.675941,-0.105345,-9.519346,1.37906,0.622492,0.363919,0.296881,1
1430660000000,-0.105345,-9.519346,1.37906,0.00308,0.000072,0.000746,1.120486,-9.385271,1.675941,-0.105345,-9.548077,1.082179,1.225831,0.162806,0.593762,0
1430660000000,0.517148,-9.385271,1.675941,0.000239,0.010487,0.002298,1.120486,-9.385271,1.675941,0.42138,-13.579912,0.756568,0.699107,4.194641,0.919374,0
1430660000000,1.120486,-9.548077,1.082179,0.008717,0.005851,0.000048,1.120486,-9.548077,1.082179,-2.375048,-13.579912,0.756568,3.495535,4.031835,0.325612,0
1430660000000,0.42138,-13.579912,0.756568,0.000672,-0.013441,0.004056,0.42138,-8.2169,1.063026,-2.375048,-13.579912,-0.861913,2.796428,5.363012,1.924938,0
1430660000000,-2.375048,-11.894394,1.063026,0.015961,-0.00586,0.012507,4.041412,-8.2169,1.063026,-2.375048,-11.894394,-3.964798,6.416461,3.677494,5.027824,0
1430660000000,0.153229,-8.2169,-0.861913,0.011905,-0.007849,-0.014641,4.041412,-5.085284,4.97994,-4.596867,-9.5385,-3.964798,8.638279,4.453216,8.944738,0
1430660000000,4.041412,-9.5385,-3.964798,0.010948,0.002527,-0.009962,4.041412,-5.085284,4.97994,-4.596867,-10.544065,-3.964798,8.638279,5.458781,8.944738,0
1430660000000,-4.596867,-5.085284,4.97994,0.013393,0.010777,0.008977,0.746991,-5.085284,4.97994,-4.596867,-10.544065,0,5.343858,5.458781,4.97994,0
1430660000000,-0.316035,-10.544065,0,0.002538,-0.004262,-0.008882,0.746991,-8.839393,3.552995,-0.316035,-10.544065,0,1.063026,1.704672,3.552995,0
1430660000000,0.746991,-9.385271,1.398214,0.000572,0.001429,0.005813,0.976834,-8.839393,3.552995,0.699107,-9.959879,-0.938527,0.277727,1.120486,4.491522,0
1430660000000,0.699107,-8.839393,3.552995,0.001355,-0.001355,0.010581,1.254562,-8.283937,3.552995,0.699107,-9.959879,-0.938527,0.555455,1.675942,4.491522,0
1430660000000,0.976834,-9.959879,-0.938527,0.001509,-0.005691,-0.000091,1.254562,-7.575254,-0.785298,0.344765,-9.959879,-0.938527,0.909797,2.384625,0.153229,0
1430660000000,1.254562,-8.283937,-0.785298,0.001775,0.011095,-0.001612,1.254562,-7.575254,-0.124498,0.344765,-12.832921,-0.90022,0.909797,5.257667,0.775721,0
1430660000000,0.344765,-7.575254,-0.90022,0.002616,0.007561,-0.003744,0.526724,-7.575254,0.593762,-0.699107,-12.832921,-0.90022,1.225831,5.257667,1.493982,0
1430660000000,0.526724,-12.832921,-0.124498,0.000575,-0.008116,-0.002442,0.526724,-9.586384,0.852336,-0.699107,-12.832921,-0.124498,1.225831,3.246537,0.976834,0
1430660000000,-0.699107,-10.591949,0.593762,0.001101,-0.001147,-0.00274,0.296881,-9.586384,1.714248,-0.699107,-10.591949,0.593762,0.995988,1.005565,1.120486,0
1430660000000,0.296881,-9.586384,0.852336,0.000986,-0.000822,-0.000751,0.296881,-9.251195,1.714248,-0.248997,-10.122685,0.852336,0.545878,0.87149,0.861913,0
1430660000000,-0.248997,-10.122685,1.714248,0.000694,-0.001987,0.002227,0.02873,-9.251195,1.714248,-0.248997,-10.122685,0.823605,0.277727,0.87149,0.890643,0
1430660000000,-0.105345,-9.251195,1.158794,0.000476,0.00081,-0.000667,0.02873,-9.251195,1.426944,-0.296881,-9.576807,0.823605,0.325611,0.325612,0.603339,0
1430660000000,0.02873,-9.32781,0.823605,0.000828,0.000568,-0.001442,0.02873,-9.32781,1.426944,-0.306458,-9.576807,0.823605,0.335188,0.248997,0.603339,1
1430660000000,-0.296881,-9.576807,1.426944,0.000356,0.000048,0.000095,-0.296881,-9.557653,1.426944,-0.440533,-9.595961,1.388637,0.143652,0.038308,0.038307,1
1430660000000,-0.306458,-9.557653,1.407791,0.000121,0.000145,0.000048,-0.306458,-9.557653,1.407791,-0.440533,-9.615114,1.388637,0.134075,0.057461,0.019154,1
1430660000000,-0.440533,-9.595961,1.388637,0.000314,-0.000024,0.000096,-0.316035,-9.586384,1.388637,-0.440533,-9.615114,1.35033,0.124498,0.02873,0.038307,1
1430660000000,-0.354342,-9.615114,1.388637,0.000048,-0.000072,-0.000048,-0.316035,-9.586384,1.407791,-0.354342,-9.615114,1.35033,0.038307,0.02873,0.057461,1
1430660000000,-0.316035,-9.586384,1.35033,0.000335,0.000024,0.000072,-0.181959,-9.586384,1.407791,-0.335188,-9.595961,1.321599,0.153229,0.009577,0.086191,1
1430660000000,-0.335188,-9.586384,1.407791,0.000168,0.000048,0.000192,-0.181959,-9.586384,1.407791,-0.335188,-9.605537,1.321599,0.153229,0.019153,0.086191,1
1430660000000,-0.181959,-9.595961,1.321599,0.000168,-0.000048,0.000048,-0.181959,-9.576807,1.331176,-0.268151,-9.605537,1.302446,0.086191,0.02873,0.02873,1
1430660000000,-0.268151,-9.605537,1.331176,0.000024,-0.000072,-0.000024,-0.248997,-9.576807,1.340753,-0.268151,-9.605537,1.302446,0.019154,0.02873,0.038307,1
1430660000000,-0.248997,-9.576807,1.302446,0.000048,0.000072,-0.000144,-0.248997,-9.576807,1.359907,-0.268151,-9.605537,1.302446,0.019154,0.02873,0.057461,1
1430660000000,-0.258574,-9.576807,1.340753,0.000024,0.000024,-0.000096,-0.248997,-9.576807,1.37906,-0.268151,-9.605537,1.340753,0.019154,0.02873,0.038307,1
1430660000000,-0.268151,-9.605537,1.359907,0.000024,-0.000072,-0.000072,-0.248997,-9.576807,1.388637,-0.277727,-9.605537,1.359907,0.02873,0.02873,0.02873,1
1430660000000,-0.248997,-9.586384,1.37906,0.000048,0,-0.000048,-0.229843,-9.576807,1.398214,-0.277727,-9.586384,1.37906,0.047884,0.009577,0.019154,1
1430660000000,-0.277727,-9.576807,1.388637,0,0,-0.000072,-0.229843,-9.576807,1.417368,-0.277727,-9.586384,1.388637,0.047884,0.009577,0.028731,1
1430660000000,-0.229843,-9.586384,1.398214,0.000024,0.000024,0.000024,-0.229843,-9.576807,1.417368,-0.277727,-9.595961,1.388637,0.047884,0.019154,0.028731,1
1430660000000,-0.277727,-9.576807,1.417368,0.000071,0.000047,0,-0.23942,-9.576807,1.417368,-0.277727,-9.595961,1.388637,0.038307,0.019154,0.028731,1
1430660000000,-0.23942,-9.595961,1.388637,0.000144,0.000048,0,-0.23942,-9.595961,1.417368,-0.296881,-9.615114,1.388637,0.057461,0.019153,0.028731,1
1430660000000,-0.248997,-9.595961,1.417368,0.000653,-0.00058,0.000193,-0.248997,-9.366118,1.417368,-0.507571,-9.615114,1.340753,0.258574,0.248997,0.076615,1
1430660000000,-0.296881,-9.615114,1.388637,0.00021,-0.00035,0.000514,-0.21069,-9.366118,1.388637,-0.507571,-9.615114,1.177947,0.296881,0.248997,0.21069,1
1430660000000,-0.507571,-9.366118,1.340753,0.003387,0.000257,0.000491,0.881066,-9.366118,1.340753,-0.507571,-9.471462,1.13964,1.388637,0.105345,0.201113,1
1430660000000,-0.21069,-9.471462,1.177947,0.001891,-0.000407,0,0.881066,-9.308656,1.177947,-0.21069,-9.471462,1.13964,1.091756,0.162806,0.038307,1
1430660000000,0.881066,-9.471462,1.13964,0.000814,0.000479,-0.003591,1.206678,-9.308656,2.576161,0.545878,-9.662998,1.13964,0.6608,0.354342,1.436521,0
1430660000000,0.545878,-9.308656,1.177947,0.002454,-0.001144,0.004098,1.532289,-8.848969,2.576161,0.545878,-9.662998,-0.469264,0.986411,0.814029,3.045425,0
1430660000000,1.206678,-9.662998,2.576161,0.003057,0.00652,0.004347,1.532289,-8.848969,2.576161,-0.019154,-12.277467,-0.469264,1.551443,3.428498,3.045425,0
1430660000000,1.532289,-8.848969,-0.469264,0.006264,-0.004837,-0.001717,1.532289,-6.933608,0.833182,-0.948104,-12.277467,-0.469264,2.480393,5.343859,1.302446,0
1430660000000,-0.019154,-12.277467,0.833182,0.001752,-0.008785,0.0018,-0.019154,-6.933608,0.833182,-0.948104,-12.277467,0.114922,0.92895,5.343859,0.718261,0
1430660000000,-0.948104,-6.933608,0.21069,0.004396,0.005608,-0.005466,0.823605,-6.933608,2.413355,-0.948104,-9.193734,0.114922,1.771709,2.260126,2.298434,0
1430660000000,-0.718261,-8.772355,0.114922,0.004415,0.002383,-0.003387,1.091756,-8.772355,2.413355,-0.718261,-9.749189,0.114922,1.810017,0.976834,2.298434,0
1430660000000,0.823605,-9.193734,2.413355,0.001006,0.000183,0.001851,1.091756,-9.193734,2.413355,0.402226,-9.749189,1.503559,0.68953,0.555455,0.909797,0
1430660000000,1.091756,-9.749189,1.503559,0.000747,0.00035,0.000584,1.091756,-9.270349,1.637634,0.402226,-9.892841,1.264139,0.68953,0.622492,0.373495,0
1430660000000,0.402226,-9.270349,1.637634,0.002155,0.003903,-0.001604,0.785298,-9.270349,2.27928,-0.459687,-10.831368,1.264139,1.244985,1.561019,1.015141,0
1430660000000,0.785298,-9.892841,1.264139,0.003232,-0.001939,-0.002969,0.785298,-9.11712,2.451663,-0.507571,-10.831368,1.264139,1.292869,1.714248,1.187524,0
1430660000000,-0.459687,-10.831368,2.27928,0.006057,0.005794,0.0068,1.963245,-9.11712,2.451663,-0.507571,-13.148955,-0.440533,2.470816,4.031835,2.892196,0
1430660000000,-0.507571,-9.11712,2.451663,0.01257,-0.00091,0.000144,4.520253,-8.753202,2.451663,-0.507571,-13.148955,-0.440533,5.027823,4.395754,2.892196,0
1430660000000,1.963245,-13.148955,-0.440533,0.004301,-0.023669,-0.022694,4.520253,-3.610456,8.705318,0.229843,-13.148955,-0.440533,4.290409,9.538499,9.145851,0
1430660000000,4.520253,-8.753202,2.394202,0.011726,-0.02479,-0.010293,4.520253,1.187524,8.705318,-0.181959,-8.753202,2.394202,4.702212,9.940726,6.311116,0
1430660000000,0.229843,-3.610456,8.705318,0.013967,-0.012689,-0.007985,5.774815,1.426944,11.87524,-0.181959,-3.610456,6.521805,5.956774,5.037401,5.353435,0
1430660000000,-0.181959,1.187524,6.521805,0.001344,-0.005232,-0.007513,5.774815,3.275268,11.87524,-0.181959,1.187524,6.521805,5.956774,2.087744,5.353435,0
