Time,X,Y,Z,Slope X,Slope Y,Slope Z,Max X,Max Y,Max Z,Min X,Min Y,Min Z,Diff X,Diff Y,Diff Z,TruthValue
1.43E+12,-1.0726024,-9.299079,1.733402,4.82E-05,0.000337723,0.00098904,-1.0726024,-9.299079,1.8387469,-1.6567876,-9.442732,1.340753,0.5841852,0.143653,0.4979939,1
1.43E+12,-1.6567876,-9.442732,1.8387469,0.003256114,0.000861913,0.00260968,-0.35434186,-9.433155,1.8387469,-1.6567876,-9.787497,0.79487497,1.30244574,0.354342,1.04387193,1
1.43E+12,-1.091756,-9.433155,1.340753,4.74E-05,0.000711149,-0.000616329,-0.35434186,-9.433155,1.5897499,-1.091756,-9.787497,0.79487497,0.73741414,0.354342,0.79487493,1
1.43E+12,-0.35434186,-9.787497,0.79487497,0.001891419,-0.000407015,-0.000981623,-0.35434186,-9.624691,1.5897499,-1.1109096,-9.787497,0.79487497,0.75656774,0.162806,0.79487493,1
1.43E+12,-1.0726024,-9.720459,1.5897499,0.001350884,-0.000771935,0,-1.0726024,-9.414001,1.5897499,-1.6089035,-9.720459,1.1875241,0.5363011,0.306458,0.4022258,1
1.43E+12,-1.1109096,-9.624691,1.1875241,0.000477646,4.78E-05,-9.55E-05,-0.91937345,-9.414001,1.5897499,-1.6089035,-9.643845,1.1875241,0.68953005,0.229844,0.4022258,1
1.43E+12,-1.6089035,-9.414001,1.5897499,0.001095853,0.000667042,0.002191707,-0.91937345,-9.414001,1.5897499,-1.6089035,-9.682152,0.7086837,0.68953005,0.268151,0.8810662,1
1.43E+12,-0.91937345,-9.643845,1.2258313,0.000594095,0.000451511,0.002281324,-0.91937345,-9.643845,1.2258313,-1.1683705,-9.825804,0.30645782,0.24899705,0.181959,0.91937348,1
1.43E+12,-1.1683705,-9.682152,0.7086837,0.001576233,-0.000764234,-0.004585403,-0.5363012,-9.375694,2.5474305,-1.1683705,-9.825804,0.30645782,0.6320693,0.45011,2.24097268,1
1.43E+12,-1.1587936,-9.825804,0.30645782,0.005554548,-0.000933738,-0.001316811,1.0630256,-9.375694,2.5474305,-1.1587936,-9.825804,0.30645782,2.2218192,0.45011,2.24097268,1
1.43E+12,-0.5363012,-9.375694,2.5474305,0.001292869,0.000909798,0.004955997,1.0630256,-9.375694,2.5474305,-0.5363012,-9.739613,0.5650316,1.5993268,0.363919,1.9823989,1
1.43E+12,1.0630256,-9.452309,0.8331822,0.003224112,0.007690102,0.005636226,2.3558946,-9.452309,0.8331822,-0.019153614,-12.53604,-1.4269443,2.375048214,3.083731,2.2601265,1
1.43E+12,-0.019153614,-9.739613,0.5650316,0.004585404,-0.002937524,0.002435996,2.3558946,-8.561666,0.5650316,-0.019153614,-12.53604,-1.4269443,2.375048214,3.974374,1.9919759,1
1.43E+12,2.3558946,-12.53604,-1.4269443,0.00869536,-0.017891,-0.00385931,2.3558946,-5.3438582,0.12449849,-1.13964,-12.53604,-1.4269443,3.4955346,7.1921818,1.55144279,1
1.43E+12,1.8195933,-8.561666,-0.41180268,0.015410395,0.008604541,-0.000802118,1.8195933,-5.3438582,0.12449849,-4.2521024,-11.951855,-0.41180268,6.0716957,6.6079968,0.53630117,1
1.43E+12,-1.13964,-5.3438582,0.12449849,0.014461945,0.014534497,-0.003022982,4.5872903,-5.3438582,1.3215994,-4.2521024,-11.951855,-0.095768064,8.8393927,6.6079968,1.417367464,1
1.43E+12,-4.2521024,-11.951855,-0.095768064,0.013592888,-0.006511278,-0.005323088,4.5872903,-9.32781,2.0494366,-4.2521024,-11.951855,-0.095768064,8.8393927,2.624045,2.145204664,1
1.43E+12,4.5872903,-11.099519,1.3215994,0.008198507,-0.004277481,-0.004681466,4.5872903,-9.32781,3.2082303,1.2258313,-11.099519,1.3215994,3.361459,1.771709,1.8866309,1
1.43E+12,1.2258313,-9.32781,2.0494366,0.008273034,-0.005973652,0.005096568,1.283292,-6.9144545,3.2082303,-2.1164744,-9.375694,-0.009576807,3.3997664,2.4612395,3.217807107,1
1.43E+12,1.283292,-9.375694,3.2082303,0.000242451,-0.002691205,0.009528317,1.3790601,-6.9144545,3.2082303,-2.1164744,-9.375694,-0.5554548,3.4955345,2.4612395,3.7636851,1
1.43E+12,-2.1164744,-6.9144545,-0.009576807,0.00782904,0.008595186,0.00581791,1.3790601,-6.9144545,-0.009576807,-2.1164744,-10.352529,-2.336741,3.4955345,3.4380745,2.327164193,1
1.43E+12,1.3790601,-8.312668,-0.5554548,0.002648401,0.000425637,-0.008394485,2.4516625,-8.312668,2.8443117,1.0151415,-10.352529,-2.336741,1.436521,2.039861,5.1810527,1
1.43E+12,1.0151415,-10.352529,-2.336741,0.00385967,-0.002074574,-0.008684258,2.4516625,-8.485051,2.8443117,-0.51714754,-10.352529,-2.336741,2.96881004,1.867478,5.1810527,1
1.43E+12,2.4516625,-8.485051,2.8443117,0.006400701,0.003418557,0.004630811,2.4516625,-8.485051,2.8443117,-0.51714754,-9.835381,1.0151415,2.96881004,1.35033,1.8291702,1
1.43E+12,-0.51714754,-9.528923,1.1109096,0.000525411,0.000382117,-0.000334352,-0.076614454,-9.528923,1.2449849,-0.51714754,-9.835381,1.0151415,0.440533086,0.306458,0.2298434,1
1.43E+12,-0.076614454,-9.835381,1.0151415,0.000720061,-0.000672058,-0.001128095,-0.076614454,-9.56723,1.4652514,-0.36391866,-9.835381,1.0151415,0.287304206,0.268151,0.4501099,1
1.43E+12,-0.30645782,-9.682152,1.2449849,9.60E-05,-0.00024002,-0.000504043,-0.30645782,-9.56723,1.4652514,-0.36391866,-9.682152,1.2449849,0.05746084,0.114922,0.2202665,1
1.43E+12,-0.36391866,-9.56723,1.4652514,0.000308929,-7.13E-05,-0.000285166,-0.34476504,-9.5385,1.5801731,-0.48841715,-9.586384,1.4460979,0.14365211,0.047884,0.1340752,1
1.43E+12,-0.34476504,-9.586384,1.4460979,0.000164712,-4.71E-05,-0.000470604,-0.34476504,-9.5385,1.6376339,-0.48841715,-9.586384,1.4460979,0.14365211,0.047884,0.191536,1
1.43E+12,-0.48841715,-9.5385,1.5801731,0.000321523,9.19E-05,0.00011483,-0.35434186,-9.5385,1.6376339,-0.48841715,-9.576807,1.532289,0.13407529,0.038307,0.1053449,1
1.43E+12,-0.41180268,-9.56723,1.6376339,0.000407524,-4.53E-05,-0.000226402,-0.23942018,-9.548077,1.733402,-0.41180268,-9.576807,1.532289,0.1723825,0.02873,0.201113,1
1.43E+12,-0.35434186,-9.576807,1.532289,4.60E-05,-0.000115106,-6.91E-05,-0.23942018,-9.528923,1.733402,-0.37349546,-9.576807,1.532289,0.13407528,0.047884,0.201113,1
1.43E+12,-0.23942018,-9.548077,1.733402,0.000443803,-2.34E-05,0.000420445,-0.23942018,-9.528923,1.733402,-0.4213795,-9.548077,1.5610195,0.18195932,0.019154,0.1723825,1
1.43E+12,-0.37349546,-9.528923,1.5610195,0.000308165,0.00014223,-4.74E-05,-0.37349546,-9.528923,1.5801731,-0.49799395,-9.586384,1.5610195,0.12449849,0.057461,0.0191536,1
1.43E+12,-0.4213795,-9.5385,1.5610195,4.78E-05,4.78E-05,0.000143294,-0.40222588,-9.5385,1.5801731,-0.49799395,-9.586384,1.5035586,0.09576807,0.047884,0.0766145,1
1.43E+12,-0.49799395,-9.586384,1.5801731,0.000355574,-2.37E-05,0.000260755,-0.35434186,-9.557653,1.5801731,-0.49799395,-9.586384,1.4748282,0.14365209,0.028731,0.1053449,1
1.43E+12,-0.40222588,-9.557653,1.5035586,0.000216018,9.60E-05,0.000216018,-0.31603462,-9.557653,1.5035586,-0.40222588,-9.595961,1.4173675,0.08619126,0.038308,0.0861911,1
1.43E+12,-0.35434186,-9.576807,1.4748282,0.000145103,0,0.000193471,-0.29688102,-9.576807,1.4748282,-0.35434186,-9.595961,1.3982137,0.05746084,0.019154,0.0766145,1
1.43E+12,-0.31603462,-9.595961,1.4173675,0.000143294,-4.78E-05,0.000119412,-0.25857377,-9.576807,1.4173675,-0.31603462,-9.595961,1.3694834,0.05746085,0.019154,0.0478841,1
1.43E+12,-0.29688102,-9.576807,1.3982137,0.000118525,2.37E-05,-9.48E-05,-0.25857377,-9.576807,1.436521,-0.34476504,-9.586384,1.3694834,0.08619127,0.009577,0.0670376,1
1.43E+12,-0.25857377,-9.576807,1.3694834,0.000289475,-2.41E-05,-0.000241229,-0.25857377,-9.56723,1.4652514,-0.37349546,-9.586384,1.3694834,0.11492169,0.019154,0.095768,1
1.43E+12,-0.34476504,-9.586384,1.436521,0.000164308,-4.69E-05,-9.39E-05,-0.34476504,-9.56723,1.4748282,-0.41180268,-9.586384,1.436521,0.06703764,0.019154,0.0383072,1
1.43E+12,-0.37349546,-9.56723,1.4652514,9.32E-05,0,4.66E-05,-0.33518824,-9.56723,1.4748282,-0.41180268,-9.56723,1.4460979,0.07661444,0,0.0287303,1
1.43E+12,-0.41180268,-9.56723,1.4748282,0.000238823,2.39E-05,4.78E-05,-0.31603462,-9.56723,1.4748282,-0.41180268,-9.576807,1.4460979,0.09576806,0.009577,0.0287303,1
1.43E+12,-0.33518824,-9.56723,1.4460979,4.65E-05,2.32E-05,-6.97E-05,-0.31603462,-9.56723,1.4748282,-0.33518824,-9.576807,1.4460979,0.01915362,0.009577,0.0287303,1
1.43E+12,-0.31603462,-9.576807,1.4556746,0.000303655,-2.34E-05,-0.000140148,-0.31603462,-9.56723,1.5131354,-0.4405331,-9.576807,1.4556746,0.12449848,0.009577,0.0574608,1
1.43E+12,-0.31603462,-9.576807,1.4748282,9.65E-05,-7.24E-05,-2.41E-05,-0.2777274,-9.548077,1.5131354,-0.4405331,-9.576807,1.4748282,0.1628057,0.02873,0.0383072,1
1.43E+12,-0.4405331,-9.56723,1.5131354,0.000119412,-2.39E-05,2.39E-05,-0.2777274,-9.548077,1.5131354,-0.4405331,-9.56723,1.484405,0.1628057,0.019153,0.0287304,1
1.43E+12,-0.2777274,-9.548077,1.484405,2.39E-05,4.78E-05,0.000119411,-0.2681506,-9.548077,1.5035586,-0.39264908,-9.56723,1.436521,0.12449848,0.019153,0.0670376,1
1.43E+12,-0.39264908,-9.557653,1.5035586,7.18E-05,0,4.79E-05,-0.2681506,-9.557653,1.5035586,-0.39264908,-9.56723,1.436521,0.12449848,0.009577,0.0670376,1
1.43E+12,-0.2681506,-9.56723,1.436521,0.000119412,2.39E-05,-2.39E-05,-0.2681506,-9.557653,1.484405,-0.36391866,-9.576807,1.436521,0.09576806,0.019154,0.047884,1
1.43E+12,-0.36391866,-9.557653,1.484405,0.000217655,4.84E-05,0.000169287,-0.2777274,-9.557653,1.484405,-0.36391866,-9.576807,1.4173675,0.08619126,0.019154,0.0670375,1
1.43E+12,-0.31603462,-9.576807,1.4460979,0.000023942,0,0,-0.2777274,-9.576807,1.4460979,-0.31603462,-9.576807,1.4173675,0.03830722,0,0.0287304,1
1.43E+12,-0.2777274,-9.576807,1.4173675,0.000282363,0.000188241,0.000541196,-0.2777274,-9.576807,1.4460979,-0.39264908,-9.653421,1.1971009,0.11492168,0.076614,0.248997,1
1.43E+12,-0.30645782,-9.576807,1.4460979,0.00062094,-0.001050823,-0.000334352,-0.05746084,-9.155427,1.5801731,-0.39264908,-9.653421,1.1971009,0.33518824,0.497994,0.3830722,1
1.43E+12,-0.39264908,-9.653421,1.1971009,0.000729198,-0.000340292,-0.000461825,-0.05746084,-9.155427,1.5801731,-0.39264908,-9.653421,1.1971009,0.33518824,0.497994,0.3830722,1
1.43E+12,-0.05746084,-9.155427,1.5801731,0.00144374,0.000577497,-0.000240623,0.51714754,-9.155427,1.6759412,-0.10534488,-9.519346,1.3790601,0.62249242,0.363919,0.2968811,1
1.43E+12,-0.10534488,-9.519346,1.3790601,0.003079978,7.22E-05,0.000745932,1.1204864,-9.385271,1.6759412,-0.10534488,-9.548077,1.0821792,1.22583128,0.162806,0.593762,0
1.43E+12,0.51714754,-9.385271,1.6759412,0.00023942,0.010486603,0.002298434,1.1204864,-9.385271,1.6759412,0.4213795,-13.579912,0.7565677,0.6991069,4.194641,0.9193735,0
1.43E+12,1.1204864,-9.548077,1.0821792,0.008717044,0.005851165,4.78E-05,1.1204864,-9.548077,1.0821792,-2.3750482,-13.579912,0.7565677,3.4955346,4.031835,0.3256115,0
1.43E+12,0.4213795,-13.579912,0.7565677,0.000672057,-0.013441133,0.004056342,0.4213795,-8.2169,1.0630256,-2.3750482,-13.579912,-0.8619126,2.7964277,5.363012,1.9249382,0
1.43E+12,-2.3750482,-11.894394,1.0630256,0.015961345,-0.005860433,0.012507024,4.0414124,-8.2169,1.0630256,-2.3750482,-11.894394,-3.964798,6.4164606,3.677494,5.0278236,0
1.43E+12,0.15322891,-8.2169,-0.8619126,0.011905002,-0.007848662,-0.014641233,4.0414124,-5.085284,4.9799395,-4.596867,-9.5385,-3.964798,8.6382794,4.453216,8.9447375,0
1.43E+12,4.0414124,-9.5385,-3.964798,0.010948359,0.002526544,-0.009961804,4.0414124,-5.085284,4.9799395,-4.596867,-10.5440645,-3.964798,8.6382794,5.4587805,8.9447375,0
1.43E+12,-4.596867,-5.085284,4.9799395,0.013393128,0.01077691,0.008976756,0.7469909,-5.085284,4.9799395,-4.596867,-10.5440645,0,5.3438579,5.4587805,4.9799395,0
1.43E+12,-0.31603462,-10.5440645,0,0.002537854,-0.004261679,-0.008882488,0.7469909,-8.839393,3.5529952,-0.31603462,-10.5440645,0,1.06302552,1.7046715,3.5529952,0
1.43E+12,0.7469909,-9.385271,1.3982137,0.00057175,0.001429373,0.005812788,0.9768343,-8.839393,3.5529952,0.6991069,-9.959879,-0.93852705,0.2777274,1.120486,4.49152225,0
1.43E+12,0.6991069,-8.839393,3.5529952,0.001354768,-0.001354771,0.010581203,1.2545617,-8.283937,3.5529952,0.6991069,-9.959879,-0.93852705,0.5554548,1.675942,4.49152225,0
1.43E+12,0.9768343,-9.959879,-0.93852705,0.001508519,-0.005691229,-9.14E-05,1.2545617,-7.575254,-0.78529817,0.34476504,-9.959879,-0.93852705,0.90979666,2.384625,0.15322888,0
1.43E+12,1.2545617,-8.283937,-0.78529817,0.001775213,0.011095083,-0.001611707,1.2545617,-7.575254,-0.12449849,0.34476504,-12.832921,-0.90021986,0.90979666,5.257667,0.77572137,0
1.43E+12,0.34476504,-7.575254,-0.90021986,0.00261622,0.007560638,-0.003744316,0.5267244,-7.575254,0.59376204,-0.6991069,-12.832921,-0.90021986,1.2258313,5.257667,1.4939819,0
1.43E+12,0.5267244,-12.832921,-0.12449849,0.000574608,-0.008116343,-0.002442086,0.5267244,-9.586384,0.8523358,-0.6991069,-12.832921,-0.12449849,1.2258313,3.246537,0.97683429,0
1.43E+12,-0.6991069,-10.5919485,0.59376204,0.001100513,-0.001147345,-0.002739575,0.29688102,-9.586384,1.7142484,-0.6991069,-10.5919485,0.59376204,0.99598792,1.0055645,1.12048636,0
1.43E+12,0.29688102,-9.586384,0.8523358,0.000985848,-0.000821542,-0.000751122,0.29688102,-9.251195,1.7142484,-0.24899697,-10.1226845,0.8523358,0.54587799,0.8714895,0.8619126,0
1.43E+12,-0.24899697,-10.1226845,1.7142484,0.000694318,-0.001987186,0.002226608,0.02873042,-9.251195,1.7142484,-0.24899697,-10.1226845,0.82360536,0.27772739,0.8714895,0.89064304,0
1.43E+12,-0.10534488,-9.251195,1.1587936,0.000476458,0.00080998,-0.000667042,0.02873042,-9.251195,1.4269443,-0.29688102,-9.576807,0.82360536,0.32561144,0.325612,0.60333894,0
1.43E+12,0.02873042,-9.32781,0.82360536,0.000827625,0.000567514,-0.001442432,0.02873042,-9.32781,1.4269443,-0.30645782,-9.576807,0.82360536,0.33518824,0.248997,0.60333894,1
1.43E+12,-0.29688102,-9.576807,1.4269443,0.000356457,4.75E-05,9.51E-05,-0.29688102,-9.557653,1.4269443,-0.4405331,-9.595961,1.388637,0.14365208,0.038308,0.0383073,1
1.43E+12,-0.30645782,-9.557653,1.4077905,0.000120615,0.000144738,4.82E-05,-0.30645782,-9.557653,1.4077905,-0.4405331,-9.615114,1.388637,0.13407528,0.057461,0.0191535,1
1.43E+12,-0.4405331,-9.595961,1.388637,0.000313598,-2.41E-05,9.65E-05,-0.31603462,-9.586384,1.388637,-0.4405331,-9.615114,1.3503298,0.12449848,0.02873,0.0383072,1
1.43E+12,-0.35434186,-9.615114,1.388637,4.78E-05,-7.16E-05,-4.78E-05,-0.31603462,-9.586384,1.4077905,-0.35434186,-9.615114,1.3503298,0.03830724,0.02873,0.0574607,1
1.43E+12,-0.31603462,-9.586384,1.3503298,0.000335188,2.39E-05,7.18E-05,-0.18195933,-9.586384,1.4077905,-0.33518824,-9.595961,1.3215994,0.15322891,0.009577,0.0861911,1
1.43E+12,-0.33518824,-9.586384,1.4077905,0.000168014,4.80E-05,0.000192016,-0.18195933,-9.586384,1.4077905,-0.33518824,-9.605537,1.3215994,0.15322891,0.019153,0.0861911,1
1.43E+12,-0.18195933,-9.595961,1.3215994,0.000167594,-4.79E-05,4.79E-05,-0.18195933,-9.576807,1.3311762,-0.2681506,-9.605537,1.3024458,0.08619127,0.02873,0.0287304,1
1.43E+12,-0.2681506,-9.605537,1.3311762,2.39E-05,-7.18E-05,-2.39E-05,-0.24899697,-9.576807,1.340753,-0.2681506,-9.605537,1.3024458,0.01915363,0.02873,0.0383072,1
1.43E+12,-0.24899697,-9.576807,1.3024458,4.79E-05,7.18E-05,-0.000143652,-0.24899697,-9.576807,1.3599066,-0.2681506,-9.605537,1.3024458,0.01915363,0.02873,0.0574608,1
1.43E+12,-0.25857377,-9.576807,1.340753,2.39E-05,2.39E-05,-9.58E-05,-0.24899697,-9.576807,1.3790601,-0.2681506,-9.605537,1.340753,0.01915363,0.02873,0.0383071,1
1.43E+12,-0.2681506,-9.605537,1.3599066,0.000023942,-7.18E-05,-7.18E-05,-0.24899697,-9.576807,1.388637,-0.2777274,-9.605537,1.3599066,0.02873043,0.02873,0.0287304,1
1.43E+12,-0.24899697,-9.586384,1.3790601,4.79E-05,0,-4.79E-05,-0.22984336,-9.576807,1.3982137,-0.2777274,-9.586384,1.3790601,0.04788404,0.009577,0.0191536,1
1.43E+12,-0.2777274,-9.576807,1.388637,0,0,-7.18E-05,-0.22984336,-9.576807,1.4173675,-0.2777274,-9.586384,1.388637,0.04788404,0.009577,0.0287305,1
1.43E+12,-0.22984336,-9.586384,1.3982137,2.39E-05,2.39E-05,2.39E-05,-0.22984336,-9.576807,1.4173675,-0.2777274,-9.595961,1.388637,0.04788404,0.019154,0.0287305,1
1.43E+12,-0.2777274,-9.576807,1.4173675,7.11E-05,4.74E-05,0,-0.23942018,-9.576807,1.4173675,-0.2777274,-9.595961,1.388637,0.03830722,0.019154,0.0287305,1
1.43E+12,-0.23942018,-9.595961,1.388637,0.000144012,4.80E-05,0,-0.23942018,-9.595961,1.4173675,-0.29688102,-9.615114,1.388637,0.05746084,0.019153,0.0287305,1
1.43E+12,-0.24899697,-9.595961,1.4173675,0.000652964,-0.000580413,0.000193471,-0.24899697,-9.3661175,1.4173675,-0.50757074,-9.615114,1.340753,0.25857377,0.2489965,0.0766145,1
1.43E+12,-0.29688102,-9.615114,1.388637,0.000210223,-0.000350371,0.000513877,-0.21068975,-9.3661175,1.388637,-0.50757074,-9.615114,1.1779473,0.29688099,0.2489965,0.2106897,1
1.43E+12,-0.50757074,-9.3661175,1.340753,0.003386919,0.000256938,0.00049052,0.8810662,-9.3661175,1.340753,-0.50757074,-9.471462,1.13964,1.38863694,0.1053445,0.201113,1
1.43E+12,-0.21068975,-9.471462,1.1779473,0.001891419,-0.000407015,0,0.8810662,-9.308656,1.1779473,-0.21068975,-9.471462,1.13964,1.09175595,0.162806,0.0383073,1
1.43E+12,0.8810662,-9.471462,1.13964,0.000814029,0.00047884,-0.003591303,1.2066777,-9.308656,2.5761611,0.545878,-9.662998,1.13964,0.6607997,0.354342,1.4365211,0
1.43E+12,0.545878,-9.308656,1.1779473,0.002453759,-0.0011435,0.004097539,1.532289,-8.848969,2.5761611,0.545878,-9.662998,-0.46926352,0.986411,0.814029,3.04542462,0
1.43E+12,1.2066777,-9.662998,2.5761611,0.003056936,0.006519873,0.004346581,1.532289,-8.848969,2.5761611,-0.019153614,-12.277467,-0.46926352,1.551442614,3.428498,3.04542462,0
1.43E+12,1.532289,-8.848969,-0.46926352,0.006263618,-0.00483677,-0.001717054,1.532289,-6.933608,0.8331822,-0.94810385,-12.277467,-0.46926352,2.48039285,5.343859,1.30244572,0
1.43E+12,-0.019153614,-12.277467,0.8331822,0.001752148,-0.008784742,0.001800152,-0.019153614,-6.933608,0.8331822,-0.94810385,-12.277467,0.11492168,0.928950236,5.343859,0.71826052,0
