8.095000928643069836e-10,-1.618994836744539153e-09,0.000000000000000000e+00,8.950471673713105911e-03,1.749781007114322752e-03,1.231717369469135896e-02,3.268883399999999995e-01,3.268883399999999995e-01,3.268883399999999995e-01,0.000000000000000000e+00
-9.379497743204740044e-10,0.000000000000000000e+00,3.126500012889034325e-09,8.936729873910753685e-03,1.145145353736545454e-03,1.137815658232099736e-02,3.268883399999999995e-01,3.268883399999999995e-01,3.268883399999999995e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.612669742268940100e-10,2.283786018197443250e-09,9.156597957782086974e-03,1.200112647111361598e-03,1.081932848650001694e-02,3.268883399999999995e-01,3.268883399999999995e-01,3.268883399999999995e-01,0.000000000000000000e+00
2.563362994591182040e-09,1.281681575712662781e-09,2.136081067569956349e-10,9.156598119208400263e-03,1.154306804713336456e-03,7.081598274450625133e-03,3.268883399999999995e-01,3.268883399999999995e-01,3.268883399999999995e-01,0.000000000000000000e+00
4.253870718702792426e-09,1.294657273934991844e-09,-1.664542863397757322e-09,9.926136093268280586e-03,9.894070433091387007e-04,7.878597628524724658e-03,3.268883399999999995e-01,3.268883399999999995e-01,3.268883399999999995e-01,0.000000000000000000e+00
3.024253186647223687e-09,1.680142235453799638e-09,-3.696301569319926335e-09,9.060404747090668176e-03,1.997137459392106778e-03,1.426391123494447077e-02,2.860272799999999949e-01,2.860272799999999949e-01,2.860272799999999949e-01,0.000000000000000000e+00
2.856663639121483338e-09,1.848430269906603822e-09,-4.369014309811430490e-09,1.290810004871407665e-02,4.635554627273582098e-03,1.772683659274694457e-02,3.677493700000000199e-01,3.677493700000000199e-01,3.677493700000000199e-01,0.000000000000000000e+00
2.058612870899196562e-09,1.887062774452676045e-09,-1.715504743026829370e-09,1.822158357833469911e-02,5.565416913872844699e-03,1.409900935482101721e-02,4.086104099999999795e-01,4.086104099999999795e-01,4.086104099999999795e-01,0.000000000000000000e+00
-3.357181701082290564e-10,-1.678585304676655268e-10,2.014319619412697310e-09,1.921099084360044021e-02,5.565416913872844699e-03,2.267391922827776893e-02,4.086104099999999795e-01,4.086104099999999795e-01,4.086104099999999795e-01,0.000000000000000000e+00
5.037835015053256855e-10,-1.679277516405125306e-09,4.701976799350566174e-09,1.972401676274714022e-02,1.001775113102988495e-02,4.248036201089513270e-02,4.086104099999999795e-01,4.086104099999999795e-01,4.086104099999999795e-01,0.000000000000000000e+00
1.010077804673500990e-09,-1.515116645210683813e-09,5.555429347094428335e-09,1.863841718136102429e-02,1.216604550274618529e-02,5.713822300277780764e-02,4.086104099999999795e-01,4.086104099999999795e-01,4.086104099999999795e-01,0.000000000000000000e+00
4.992195891224361186e-10,-1.497659744766978028e-09,4.160173423933554059e-09,1.475865881578823473e-02,1.463956496068445461e-02,6.010644776477779005e-02,3.268883399999999995e-01,3.268883399999999995e-01,3.268883399999999995e-01,0.000000000000000000e+00
0.000000000000000000e+00,-1.165493899317733445e-09,2.830472086609066604e-09,1.376925143954189391e-02,1.471743594876099605e-02,5.715652491928396167e-02,3.268883399999999995e-01,3.268883399999999995e-01,3.268883399999999995e-01,0.000000000000000000e+00
-3.322457439501794176e-10,-1.328983463667573875e-09,3.156327798374100942e-09,1.395247509835968042e-02,1.421357164874248111e-02,5.216829391161725837e-02,3.268883399999999995e-01,3.268883399999999995e-01,3.268883399999999995e-01,0.000000000000000000e+00
-1.094892403992891052e-09,-1.368616761030565937e-09,1.231752673331766786e-09,1.360435036654926259e-02,1.315087171967580827e-02,4.364843137209873519e-02,3.268883399999999995e-01,3.268883399999999995e-01,3.268883399999999995e-01,0.000000000000000000e+00
