124641431246045, -0.4903325, 2.7649305, 8.580819, 0
124641431996211, -0.40861043, 2.9283748, 8.635301, 0
124641434037503, -0.5992953, 2.901134, 8.676162, 0
124641434510378, -0.7218784, 2.8466527, 8.60806, 0
124641434890920, -0.667397, 2.8602731, 8.458236, 0
124641435480420, -0.53119355, 3.0100968, 8.322033, 0
124641435959045, -0.51757324, 3.091819, 8.253931, 0
124641436385461, -0.61291564, 3.0373375, 8.362893, 0
124641436758170, -0.7354988, 2.8057916, 8.499097, 0
124641437186045, -0.7899802, 2.506144, 8.962189, 0
124641437547503, -0.8036005, 2.3563201, 9.139254, 0
124641437871795, -0.7218784, 2.3563201, 9.084772, 0
124641439441711, -0.51757324, 2.3563201, 8.934948, 0
124641450411461, -0.35412905, 2.4789033, 8.785124, 0
124641458866045, -0.3949901, 2.669588, 8.880466, 0
124641469133795, -0.44947147, 2.9283748, 8.907707, 0
124641479077920, -0.6401563, 3.1190596, 8.880466, 0
124641489128003, -0.46309182, 3.1190596, 8.7034025, 0
124641499197336, -0.35412905, 2.982856, 8.676162, 0
124641509882253, -0.44947147, 2.819412, 8.730643, 0
124641520170086, -0.54481393, 2.6423476, 8.798744, 0
124641530298253, -0.7082581, 2.506144, 8.825985, 0
124641540353295, -0.8580819, 2.3971813, 8.825985, 0
124641550463086, -0.7899802, 2.3971813, 8.853226, 0
124641560543128, -0.7763598, 2.4925237, 8.894087, 0
124641570689211, -0.6401563, 2.5742457, 8.907707, 0
124641580961711, -0.55843425, 2.6968288, 8.730643, 0
124641591027836, -0.55843425, 2.9556155, 8.648921, 0
124641602097253, -0.53119355, 3.0373375, 8.567199, 0
124641611957753, -0.51757324, 2.9556155, 8.553578, 0
124641622583503, -0.58567494, 2.73769, 8.539958, 0
124641632470003, -0.61291564, 2.6151068, 8.648921, 0
124641643980420, -0.5720546, 2.5742457, 8.798744, 0
124641654219503, -0.58567494, 2.547005, 8.921328, 0
124641664761795, -0.44947147, 2.5333846, 8.989429, 0
124641674002545, -0.46309182, 2.4925237, 8.989429, 0
124641684544336, -0.35412905, 2.5333846, 8.880466, 0
124641695385753, -0.40861043, 2.5742457, 8.798744, 0
124641705107711, -0.50395286, 2.6423476, 8.7034025, 0
124641715350920, -0.43585113, 2.6968288, 8.717023, 0
124641727228211, -0.46309182, 2.73769, 8.825985, 0
124641735659795, -0.3677494, 2.6559677, 8.757884, 0
124641745823920, -0.3949901, 2.5606253, 8.866846, 0
124641756148086, -0.313268, 2.4925237, 8.907707, 0
124641766112878, -0.27240697, 2.465283, 8.934948, 0
124641778091461, -0.3405087, 2.4516625, 8.907707, 0
124641788597753, -0.44947147, 2.4925237, 8.934948, 0
124641798879836, -0.5720546, 2.6423476, 8.866846, 0
124641810403920, -0.667397, 2.7104492, 8.839605, 0
124641819299003, -0.5720546, 2.6968288, 8.717023, 0
124641828891670, -0.42223078, 2.73769, 8.635301, 0
124641839617045, -0.44947147, 2.669588, 8.62168, 0
124641849851420, -0.32688835, 2.5742457, 8.689782, 0
124641860369336, -0.42223078, 2.547005, 8.757884, 0
124641871165253, -0.47671217, 2.5742457, 8.730643, 0
124641881120045, -0.46309182, 2.547005, 9.01667, 0
124641892534628, -0.50395286, 2.5333846, 9.084772, 0
124641919151545, -0.50395286, 2.587866, 8.825985, 0
124641928782045, -0.55843425, 2.669588, 8.635301, 0
124641939379628, -0.47671217, 2.7240696, 8.539958, 0
124641946254378, -0.44947147, 2.8057916, 8.417375, 0
124641954111753, -0.54481393, 2.7921712, 8.512717, 0
124641997824628, -0.5720546, 2.669588, 8.730643, 0
124642002164295, -0.6401563, 2.5197644, 8.907707, 0
124642002513961, -0.54481393, 2.4516625, 8.989429, 0
124642002806336, -0.6401563, 2.4380422, 9.125633, 0
124642006097503, -0.47671217, 2.4380422, 9.125633, 0
124642016173461, -0.40861043, 2.465283, 8.962189, 0
124642026264295, -0.5720546, 2.465283, 8.866846, 0
124642036328420, -0.7354988, 2.506144, 8.798744, 0
124642046453795, -0.7082581, 2.6014864, 8.62168, 0
124642056596670, -0.55843425, 2.669588, 8.471856, 0
124642066671628, -0.50395286, 2.8330324, 8.362893, 0
124642076785128, -0.313268, 2.8466527, 8.335652, 0
124642086880003, -0.32688835, 2.6968288, 8.580819, 0
124642096998711, -0.40861043, 2.6151068, 8.934948, 0
124642107125253, -0.46309182, 2.4516625, 9.084772, 0
124642118550795, -0.5720546, 2.2745981, 9.084772, 0
124642128756378, -0.626536, 2.2473574, 9.057531, 0
124642140579503, -0.667397, 2.315459, 9.057531, 0
124642149462920, -0.6401563, 2.4244218, 8.989429, 0
124642159424586, -0.47671217, 2.465283, 8.866846, 0
124642170516586, -0.38136974, 2.669588, 8.512717, 0
124642179842795, -0.35412905, 2.819412, 8.3765135, 0
124642190870295, -0.313268, 2.819412, 8.349273, 0
124642200309795, -0.32688835, 2.6832085, 8.499097, 0
124642210527378, -0.44947147, 2.5606253, 8.771504, 0
124642220706170, -0.4903325, 2.4516625, 9.057531, 0
124642230873420, -0.3949901, 2.4380422, 9.084772, 0
124642241191211, -0.2860273, 2.4244218, 8.921328, 0
124642251334670, -0.313268, 2.506144, 8.866846, 0
124642261604253, -0.35412905, 2.5606253, 8.744264, 0
124642271742045, -0.46309182, 2.6014864, 8.60806, 0
124642281944170, -0.50395286, 2.6287272, 8.512717, 0
